Jasenka	47
Jasmin	31
Jasmina	3392
Jasmine	15
Jasminka	419
Jasmira	5
Jasna	2783
Jasna Marija	11
Jaša	13
Javorka	33
Jeanette	10
Jeanine	6
Jedert	20
Jederta	5
Jedrt	7
Jehona	22
Jeka	18
Jela	270
Jelena	1304
Jelena Marija	7
Jelenka	24
Jelica	265
Jelisava	26
Jelisaveta	19
Jelisavka	18
Jelislava	39
Jelka	2610
Jelka Helena	5
Jelka Marija	8
Jena	12
Jeni	7
Jennifer	20
Jenny	11
Jera	235
Jerca	380
Jerena	8
Jerica	887
Jerina	..
Jerneja	1375
Jernejka	35
Jesenka	6
Jessica	41
Jetmire	24
Jevrosima	..
Jiayi	5
Jing	6
Jitka	8
Joana	11
Joanna	5
Johana	34
Johanna	14
Joka	52
Jolan	..
Jolana	..
Jolanda	1064
Jolanka	173
Jona	142
Joni	5
Jonida	..
Jordana	36
Jordanka	11
Josefa	..
Josefina	6
Josefine	..
Josipa	270
Josipina	102
Joška	5
Jovana	131
Jovanka	316
Jovita	29
Jozefa	256
Jozefina	46
Joža	146
Jožefa	9112
Jožefa Alojzija	5
Jožefa Ana	5
Jožefa Frančiška	..
Jožefa Ivana	5
Jožefa Marija	57
Jožefa Terezija	..
Jožefina	56
Joži	62
Jožica	9362
Jožica Ana	..
Jožica Marija	14
Jožka	21
Judit	14
Judita	639
Jula	10
Julia	202
Júlia	..
Juliana	18
Julianna	7
Julija	2642
Julijana	2015
Julijana Marija	..
Julika	7
Julita	26
Juljana	43
Julka	138
Juna	17
Jurka	40
Jurkica	7
Justa	28
Justi	43
Justika	8
Justina	1449
Justina Marija	8
Juša	11
Juta	34
Jutra	11
Kada	43
Kadifa	16
Kadife	10
Kadira	25
Kadire	12
Kado	..
Kadrije	..
Kaira	6
Kaja	3586
Kajetana	6
Kala	8
Kali	15
Kalina	53
Kaltrina	28
Kamila	35
Kanita	19
Kara	8
Karen	23
Karim	6
Karin	1597
Karina	139
Karla	399
Karlina	114
Karlinca	11
Karlota	5
Karmela	74
Karmelina	9
Karmen	4457
Karmenka	6
Karmi	7
Karmina	11
Karol	5
Karolina	2106
Karolina Draga	..
Karolina Dragica	14
Karolina Marija	6
Karoline	..
Kasandra	12
Kasia	5
Kata	468
Katalin	34
Katalina	7
Katarina	8016
Katarína	6
Katarina Ana	8
Katarina Barbara	16
Katarina Katja	9
Katarina Lucija	6
Katarina Marija	13
Katarinca	5
Kate	19
Katerina	93
Kateryna	33
Katharina	12
Kati	67
Katia	8
Katica	643
Katija	17
Katinka	10
Katja	8729
Katja Katarina	8
Katjuša	399
Katka	54
Katra	53
Katrca	7
Katrin	67
Katrina	28
Kaya	14
Kazimira	26
Keja	6
Keli	28
Kelima	16
Kelly	23
Kely	5
Kenana	..
Kerstin	16
Keti	44
Ketrin	..
Ketty	6
Kety	..
Kiana	7
Kiara	291
Kim	496
Kimberly	5
Kimeta	7
Kimete	24
Kimi	13
Kira	21
Kiti	14
Kjara	17
Klara	3597
Klara Marija	5
Klarica	7
Klarisa	64
Klaudia	51
Klaudija	501
Klavdia	6
Klavdija	2978
Klea	43
Kleja	6
Klelija	13
Klementa	5
Klementina	455
Kleopatra	5
Klotilda	33
Koni	9
Konstanca	13
Kora	18
Koraljka	6
Korana	5
Korina	55
Kornelia	13
Kornelija	142
Kosa	24
Kosana	10
Kosanka	10
Kosara	10
Kosovare	8
Kostadinka	9
Kostanca	8
Koviljka	101
Krenare	6
Krescencija	5
Krista	102
Kristi	25
Kristijana	7
Kristin	11
Kristina	6380
Kristina Ana	..
Kristina Marija	12
Kristina Tina	10
Kristinka	..
Kristjana	17
Krisztina	7
Krsta	5
Krstana	8
Krstina	19
Kruna	..
Krystyna	..
Ksena	6
Ksenia	16
Ksenija	2158
Ksenija Marija	6
Ksenja	380
Kujtesa	9
Kujtime	6
Kumrija	8
Kumrije	17
Kunigunda	8
Kylie	5
Kymete	7
Lada	25
Ladeja	6
Ladi	5
Ladica	8
Ladislava	239
Ladka	8
Laila	12
Lajla	6
Lala	..
Lalita	7
Lamia	6
Lamija	53
Lana	3505
Lana Marija	6
Lane	5
Lani	8
Lanna	9
Lara	4873
Lara Ana	9
Larina	9
Larisa	1387
Larisa Lara	9
Larissa	58
Larysa	13
Latife	6
Latinka	10
Laura	2543
Laureta	13
Lavdije	11
