Janez Andrej	5
Janez Anton	8
Janez Franc	17
Janez Gregor	5
Janez Ivan	11
Janez Jan	10
Janez Jani	9
Janez Janko	-
Janez Jože	5
Janez Jožef	-
Janez Marjan	6
Janez Marko	-
Janez Martin	-
Janez Matija	-
Janez Pavel	10
Janez Peter	10
Janez Stanislav	9
Janez Tomaž	5
Jani	1031
Janik	26
Janin	10
Janislav	20
Janko	4118
Jannik	5
Jano	13
Janos	7
Janoš	78
Januš	77
Januz	13
Janž	29
Janže	33
Jaro	39
Jaromir	5
Jaroslav	60
Jaroš	33
Jasenko	13
Jaser	5
Jashar	14
Jasim	20
Jasin	29
Jasko	5
Jasmin	1225
Jasminko	13
Jasmir	18
Jaš	111
Jaša	854
Javier	-
Javor	12
Jean	41
Jean Luc	-
Jean Luka	7
Jefto	-
Jelenko	67
Jelko	49
Jemin	10
Jens	6
Jenő	-
Jeremija	11
Jerko	44
Jernej	5699
Jernej Nejc	9
Jeronim	12
Jesenko	7
Jetish	-
Jetmir	61
Jeton	78
Jetullah	6
Jevrem	-
Jevto	9
Jezdimir	6
Jiahao	5
Jie	5
Jimmy	-
Joahim	8
Job	60
Joce	8
Joco	18
Joel	14
Johan	36
Johann	20
Johannes	8
John	20
Jon	644
Jona	33
Jonas	101
Jonatan	114
Jonathan	12
Jonche	7
Jonče	-
Joni	7
Jonus	-
Jonuz	9
Jordan	205
Jordančo	-
Jorg	14
Jos	6
Josef	23
Joseph	8
Joshua	7
Josif	12
Josip	1766
Joso	40
Joško	727
Jošt	718
Jovan	515
Jovancho	5
Jovica	179
Jovo	218
Jozef	23
Jozo	207
Jozsef	6
Joža	44
Jože	13869
